"seizure_type","predictor","coefficient","ci_lower","ci_upper","auc","p_value"
"seizure_focal","bilateral_tc",1.66350513370176,1.77791178328866,15.6672218122854,0.673423423423423,0.00273080507013488
"seizure_focal","Onset_group_(Intercept)",1.50407739677627,1.52297634237139,13.2963326064994,0.806949806949807,0.00650890164711385
"seizure_focal","Onset_group_Onset_group12+ Months",-19.0701458831377,0,Inf,0.806949806949807,0.98912198877535
"seizure_focal","Onset_group_Onset_group4-7 Months",-1.09861228866811,0.0746041227596266,1.48934277357714,0.806949806949807,0.150314599457854
"seizure_focal","Onset_group_Onset_group7-12 Months",-2.27726728500975,0.0240003796140331,0.438301197895598,0.806949806949807,0.00211879237498443
"seizure_focal","Onset_group_Onset_groupNeonatal",-2.60268968544438,0.0107243305445893,0.511637386326152,0.806949806949807,0.00830016993027241
"seizure_focal","focal",23.050975171918,0,Inf,0.959459459459459,0.99395151151186
"seizure_focal","absence",0.285663907198995,0.327086446169926,5.41329841733141,0.51539039039039,0.68988465076231
"seizure_focal","infantile",1.01160091167764,0.762375357400076,9.91965431015192,0.570945945945946,0.122234246167102
"seizure_focal","abnormal_eeg",0.530628195818815,0.265916415421852,10.8680755045104,0.517676767676768,0.575075314789858
"seizure_focal","unique_types_(Intercept)",-18.5660685067778,0,Inf,0.81781045751634,0.99318677594245
"seizure_focal","unique_types_unique_types1",16.6201583577225,0,Inf,0.81781045751634,0.993900855788002
"seizure_focal","unique_types_unique_types2+",19.6945337585956,0,Inf,0.81781045751634,0.992772672082293
"seizure_focal","age_onset_m",-0.177624447431731,0.740341909769044,0.94685838692479,0.688030888030888,0.00465544319665578
"seizure_spasms","bilateral_tc",-0.223143551314413,0.231602341269855,2.76335721172193,0.525641025641026,0.724222648061066
"seizure_spasms","Onset_group_(Intercept)",-0.762140052046895,0.190274126698823,1.14454750919703,0.727083333333333,0.0959098060495407
"seizure_spasms","Onset_group_Onset_group12+ Months",-17.8039284578162,0,Inf,0.727083333333333,0.993840105753223
"seizure_spasms","Onset_group_Onset_group4-7 Months",-1.1096621248547,0.0579720510631861,1.87474005614337,0.727083333333333,0.210830699181766
"seizure_spasms","Onset_group_Onset_group7-12 Months",-0.911836381524774,0.0874419188408726,1.84615985495305,0.727083333333333,0.241214967058391
"seizure_spasms","Onset_group_Onset_groupNeonatal",-17.8039284578181,0,Inf,0.727083333333333,0.993840105753225
"seizure_spasms","focal",0.810930215914561,0.624396730764899,8.10782591821539,0.596153846153846,0.215021971873815
"seizure_spasms","absence",0.31963367225978,0.251396932336036,7.53824600587456,0.518589743589744,0.712548958412764
"seizure_spasms","infantile",53.1321375463861,0,Inf,1,0.999610881505629
"seizure_spasms","abnormal_eeg",16.1991922216266,0,Inf,0.544642857142857,0.992694730059977
"seizure_spasms","unique_types_(Intercept)",-18.5660685138195,0,Inf,0.63697705802969,0.993186775947379
"seizure_spasms","unique_types_unique_types1",16.6201583647642,0,Inf,0.63697705802969,0.993900855792144
"seizure_spasms","unique_types_unique_types2+",17.4376032620017,0,Inf,0.63697705802969,0.993600881815822
"seizure_spasms","age_onset_m",-0.0699751603892203,0.819026045124129,1.06150644498766,0.549305555555556,0.290181916949547
"seizure_tonic-clonic","bilateral_tc",21.3337304354702,0,Inf,0.890625,0.992085942813866
"seizure_tonic-clonic","Onset_group_(Intercept)",0.980829253009144,1.04348768615832,6.81475326005474,0.737608182533438,0.0404731603492856
